40.76037,-73.99321
40.759730000000005,-73.99170000000001
40.759100000000004,-73.99215000000001
40.758430000000004,-73.99264000000001
40.75741,-73.99340000000001
40.75654,-73.99404000000001
40.75591,-73.99449
40.75571,-73.99465000000001
40.75569,-73.99465000000001
40.755660000000006,-73.99465000000001
40.75529,-73.99491
40.75468,-73.99536
40.75406,-73.99584
40.753640000000004,-73.99613000000001
40.752840000000006,-73.99673
40.75273000000001,-73.99679
40.752190000000006,-73.99721000000001
40.75148,-73.99775000000001
40.75104,-73.99807000000001
40.74964000000001,-73.99908
40.74842,-73.99999000000001
40.74747,-74.00065000000001
40.74691000000001,-74.00106000000001
40.74651,-74.00137000000001
40.74578,-73.99963000000001
40.7441,-73.99564000000001
40.742230000000006,-73.99701
40.73989,-73.99873000000001
40.73856000000001,-73.99968000000001
40.73722,-74.00068
40.736580000000004,-74.00115000000001
40.735800000000005,-74.00156000000001
40.733720000000005,-74.00276000000001
40.733230000000006,-74.00303000000001
40.73236,-74.00355
40.73192,-74.00380000000001
40.73114,-74.00423
40.73033,-74.00469000000001
40.72955,-74.00513000000001
40.72941,-74.00518000000001
40.7286,-74.00532000000001
40.72892,-74.00859000000001
40.72912,-74.01078000000001
40.727230000000006,-74.01097
40.726290000000006,-74.0111
40.7244,-74.01144000000001
40.72289000000001,-74.01174
40.721610000000005,-74.012
40.720330000000004,-74.01228
40.719170000000005,-74.01255
40.71862,-74.01268
40.71725,-74.01303
40.71589,-74.01339
40.714490000000005,-74.01373000000001
40.71276,-74.01425
40.71166,-74.01454000000001
40.71134,-74.01461
40.711130000000004,-74.01467000000001
40.71119,-74.01482
40.71132,-74.01515
40.71139,-74.01534000000001
40.711510000000004,-74.01527
40.71139,-74.01534000000001
40.71132,-74.01515
40.71119,-74.01482
40.71106,-74.01443
40.711220000000004,-74.01434
40.71139,-74.01429
40.71186,-74.01421
40.71251,-74.01407
40.712810000000005,-74.01398
